text;predicted_decision;predicted_rationale
"madvise_inject_error will
migrate head and then advances next pfn by the huge page size";1;1
"do_move_page_to_node_array, queue_pages_range (migrate_pages, mbind),
will simply split the THP before migration if the THP migration is not
supported then falls back to single page migration but it doesn't handle
tail pages if the THP migration path is not able to allocate a fresh THP
so we end up with ENOMEM and fail the whole migration which is a
questionable behavior";0;1
" Page compaction doesn't try to migrate large
pages so it should be immune";0;1
"The first patch reworks do_pages_move which relies on a very ugly
calling semantic when the return status is pushed to the migration path
via private pointer";1;1
" It uses pre allocated fixed size batching to
achieve that";1;1
" We simply cannot do the same if a THP is to be split
during the migration path which is done in the patch 3";1;0
" Patch 2 is
follow up cleanup which removes the mentioned return status calling
convention ugliness";1;1
On a side note;0;0
"There are some semantic issues I have encountered on the way when
working on patch 1 but I am not addressing them here";1;0
 E.g;0;0
"trying to
move THP tail pages will result in either success or EBUSY (the later
one more likely once we isolate head from the LRU list)";1;1
" Hugetlb
reports EACCESS on tail pages";1;0
" Some errors are reported via status
parameter but migration failures are not even though the original
`reason' argument suggests there was an intention to do so";0;1
" From a
quick look into git history this never worked";1;0
" I have tried to keep the
semantic unchanged";1;0
"Then there is a relatively minor thing that the page isolation might
fail because of pages not being on the LRU - e.g";0;1
"because they are
sitting on the per-cpu LRU caches";0;1
 Easily fixable;1;1
This patch (of 3);1;0
"do_pages_move is supposed to move user defined memory (an array of
addresses) to the user defined numa nodes (an array of nodes one for
each address)";1;0
" The user provided status array then contains resulting
numa node for each address or an error";0;0
" The semantic of this function
is little bit confusing because only some errors are reported back";1;1
Notably migrate_pages error is only reported via the return value;0;1
" This
patch doesn't try to address these semantic nuances but rather change
the underlying implementation";0;1
"Currently we are processing user input (which can be really large) in
batches which are stored to a temporarily allocated page";0;1
" Each address
is resolved to its struct page and stored to page_to_node structure
along with the requested target numa node";0;0
" The array of these
structures is then conveyed down the page migration path via private
argument";0;1
" new_page_node then finds the corresponding structure and
allocates the proper target page";0;0
"What is the problem with the current implementation and why to change
it? Apart from being quite ugly it also doesn't cope with unexpected
pages showing up on the migration list inside migrate_pages path";0;1
" That
doesn't happen currently but the follow up patch would like to make the
thp migration code more clear and that would need to split a THP into
the list for some cases";1;1
"How does the new implementation work? Well, instead of batching into a
fixed size array we simply batch all pages that should be migrated to
the same node and isolate all of them into a linked list which doesn't
require any additional storage";1;1
" This should work reasonably well
because page migration usually migrates larger ranges of memory to a
specific node";0;1
" So the common case should work equally well as the
current implementation";1;1
" Even if somebody constructs an input where the
target numa nodes would be interleaved we shouldn't see a large
performance impact because page migration alone doesn't really benefit
from batching";0;1
" mmap_sem batching for the lookup is quite questionable
and isolate_lru_page which would benefit from batching is not using it
even in the current implementation.";0;1
mm/migrate: properly preserve write attribute in special migrate entry;0;0
"Use of pte_write(pte) is only valid for present pte, the common code
which set the migration entry can be reach for both valid present pte
and special swap entry (for device memory)";1;0
" Fix the code to use the
mpfn value which properly handle both cases";1;1
"On x86 this did not have any bad side effect because pte write bit is
below PAGE_BIT_GLOBAL and thus special swap entry have it set to 0 which
in turn means we were always creating read only special migration entry";0;0
"So once migration did finish we always write protected the CPU page
table entry (moreover this is only an issue when migrating from device
memory to system memory)";0;1
" End effect is that CPU write access would
fault again and restore write permission";0;1
"This behaviour isn't too bad; it just burns CPU cycles by forcing CPU to
take a second fault on write access";0;1
"ie, double faulting the same
address";1;1
" There is no corruption or incorrect states (it behaves as a
COWed page from a fork with a mapcount of 1).";0;1
sched/numa: avoid trapping faults and attempting migration of file-backed dirty pages;1;1
"change_pte_range is called from task work context to mark PTEs for
receiving NUMA faulting hints";0;0
" If the marked pages are dirty then
migration may fail";0;0
" Some filesystems cannot migrate dirty pages without
blocking so are skipped in MIGRATE_ASYNC mode which just wastes CPU";1;1
"Even when they can, it can be a waste of cycles when the pages are
shared forcing higher scan rates";0;1
" This patch avoids marking shared
dirty pages for hinting faults but also will skip a migration if the
page was dirtied after the scanner updated a clean page";1;0
"This is most noticeable running the NASA Parallel Benchmark when backed
by btrfs, the default root filesystem for some distributions, but also
noticeable when using XFS";1;0
"The following are results from a 4-socket machine running a 4.16-rc4
kernel with some scheduler patches that are pending for the next merge
window";1;1
"                        4.16.0-rc4             4.16.0-rc4
                 schedtip-20180309          nodirty-v1
  Time cg.D      459.07 (   0.00%)      444.21 (   3.24%)
  Time ep.D       76.96 (   0.00%)       77.69 (  -0.95%)
  Time is.D       25.55 (   0.00%)       27.85 (  -9.00%)
  Time lu.D      601.58 (   0.00%)      596.87 (   0.78%)
  Time mg.D      107.73 (   0.00%)      108.22 (  -0.45%)
is.D regresses slightly in terms of absolute time but note that that
particular load varies quite a bit from run to run";0;0
" The more relevant
observation is the total system CPU usage";0;0
"            4.16.0-rc4  4.16.0-rc4
          schedtip-20180309 nodirty-v1
  User        71471.91    70627.04
  System      11078.96     8256.13
  Elapsed       661.66      632.74
That is a substantial drop in system CPU usage and overall the workload
completes faster";1;1
" The NUMA balancing statistics are also interesting
  NUMA base PTE updates        111407972   139848884
  NUMA huge PMD updates           206506      264869
  NUMA page range updates      217139044   275461812
  NUMA hint faults               4300924     3719784
  NUMA hint local faults         3012539     3416618
  NUMA hint local percent             70          91
  NUMA pages migrated            1517487     1358420
While more PTEs are scanned due to changes in what faults are gathered,
it's clear that a far higher percentage of faults are local as the bulk
of the remote hits were dirty pages that, in this case with btrfs, had
no chance of migrating";0;1
"The following is a comparison when using XFS as that is a more realistic
filesystem choice for a data partition
                        4.16.0-rc4             4.16.0-rc4
                 schedtip-20180309          nodirty-v1r47
  Time cg.D      485.28 (   0.00%)      442.62 (   8.79%)
  Time ep.D       77.68 (   0.00%)       77.54 (   0.18%)
  Time is.D       26.44 (   0.00%)       24.79 (   6.24%)
  Time lu.D      597.46 (   0.00%)      597.11 (   0.06%)
  Time mg.D      142.65 (   0.00%)      105.83 (  25.81%)
That is a reasonable gain on two relatively long-lived workloads";0;0
